id,name,street_address,town,postcode,join_date,status,acquisition_source,churn_date
28219,Michael Davies,11 Main Rd,Cowes,PO31 4QO,2025-12-09,Active,Door-to-Door,
28220,Mary Davies,61 Mill Hill Rd,Ryde,PO33 6SM,2023-10-26,Active,Facebook Ads,
28221,Michael Wright,148 High St,Sandown,PO36 2HQ,2024-10-23,Active,Billboards,
28222,Mary Johnson,7 Tithe Barn,Cowes,PO31 8OR,2023-06-09,Active,Sponsorship,
28223,Robert Davies,148 London Rd,Newport,PO30 1OE,2024-02-17,Active,Organic,
28224,Elizabeth Brown,136 Station Rd,Cowes,PO31 9LT,2025-09-08,Active,Leaflets,
28225,Michael Robinson,88 Main Rd,Sandown,PO36 9AT,2024-03-19,Active,Local Fair,
28226,James Williams,60 Broadway,Sandown,PO36 7JV,2024-01-06,Active,Organic,
28227,Jennifer Williams,27 High St,Ryde,PO33 1OL,2025-07-02,Active,Door-to-Door,
28228,Robert Williams,94 Queens Rd,Newport,PO30 2KS,2026-01-25,Active,Organic,
28229,Patricia Jones,94 Victoria Ave,East Cowes,PO32 9EV,2026-04-12,Active,Organic,
28230,James Davies,45 High St,Newport,PO30 9AL,2024-02-27,Churned,Organic,2025-04-30
28231,William Smith,79 Broadway,Totland Bay,PO39 5YT,2023-09-09,Active,Billboards,
28232,Patricia Wilson,101 York St,Shanklin,PO37 8ZG,2025-01-04,Active,Door-to-Door,
28233,Elizabeth Davies,141 Victoria Ave,Newport,PO30 2MS,2023-10-24,Active,Door-to-Door,
28234,Mary Brown,46 Park Rd,East Cowes,PO32 3LS,2025-07-10,Active,Organic,
28235,Robert Wright,99 Broadway,Sandown,PO36 2FN,2025-03-19,Active,Organic,
28236,Jennifer Brown,16 York St,Sandown,PO36 3FF,2025-08-09,Active,Radio Ad,
28237,James Robinson,109 Broadway,Newport,PO30 7FZ,2023-02-25,Active,Organic,
28238,Michael Wright,87 High St,Ventnor,PO38 2AI,2026-01-22,Active,Organic,
28239,Robert Jones,9 Mill Hill Rd,Newport,PO30 9QG,2023-07-07,Active,Organic,
28240,Patricia Davies,98 Mill Hill Rd,Sandown,PO36 7QD,2025-03-24,Active,Facebook Ads,
28241,John Robinson,20 Victoria Ave,Bembridge,PO35 4VG,2023-01-06,Active,Organic,
28242,Elizabeth Williams,44 Arctic Rd,Newport,PO30 8LK,2023-08-17,Active,Door-to-Door,
28243,Robert Wilson,71 High St,Newport,PO30 6PI,2024-02-11,Active,Organic,
28244,William Wright,128 Tithe Barn,Newport,PO30 2EC,2024-08-13,Active,Organic,
28245,James Johnson,27 Main Rd,Newport,PO30 6GX,2023-08-19,Churned,Organic,2025-01-13
28246,Jennifer Jones,104 Church Rd,Yarmouth,PO41 9FN,2023-11-26,Active,Organic,
28247,Patricia Wright,33 Station Rd,Ryde,PO33 6WY,2023-06-18,Active,Local Fair,
28248,Elizabeth Robinson,6 Mill Hill Rd,Ryde,PO33 4IY,2023-05-22,Churned,Facebook Ads,2023-11-08
28249,Mary Jones,1 Arctic Rd,Sandown,PO36 4BK,2023-10-05,Churned,Google Search,2024-06-26
28250,James Taylor,100 Queens Rd,East Cowes,PO32 6RS,2024-06-06,Active,Local Fair,
28251,Mary Jones,24 Station Rd,Ryde,PO33 5ZK,2025-10-25,Active,Organic,
28252,Linda Taylor,124 Broadway,Newport,PO30 1JG,2025-11-24,Active,Organic,
28253,Mary Taylor,23 Queens Rd,Ryde,PO33 2OE,2024-11-29,Active,Organic,
28254,Patricia Wright,129 High St,Shanklin,PO37 3XR,2024-11-27,Active,Organic,
28255,William Jones,93 Mill Hill Rd,Cowes,PO31 5KA,2023-12-27,Active,Organic,
28256,James Smith,25 Queens Rd,East Cowes,PO32 5AF,2023-10-10,Active,Leaflets,
28257,Elizabeth Smith,91 Mill Hill Rd,Ventnor,PO38 3NU,2025-06-29,Active,Organic,
28258,Linda Williams,143 London Rd,Bembridge,PO35 8EO,2023-07-24,Active,Organic,
28259,James Smith,50 Station Rd,Bembridge,PO35 5QM,2024-01-20,Active,Organic,
28260,John Wright,127 Arctic Rd,Ryde,PO33 1RP,2025-05-28,Active,Organic,
28261,Mary Robinson,94 Queens Rd,Bembridge,PO35 4VG,2025-05-17,Active,Organic,
28262,Mary Taylor,139 Broadway,Seaview,PO34 6AY,2023-05-22,Active,Radio Ad,
28263,William Wright,117 Victoria Ave,Newport,PO30 5XO,2025-01-11,Active,Organic,
28264,Patricia Robinson,108 Queens Rd,Newport,PO30 2GQ,2024-11-18,Active,Organic,
28265,Linda Robinson,35 Arctic Rd,East Cowes,PO32 3IY,2025-03-15,Active,Radio Ad,
28266,Michael Robinson,33 Tithe Barn,Shanklin,PO37 2IZ,2023-02-12,Active,Organic,
28267,Michael Robinson,45 Broadway,Newport,PO30 3IH,2024-09-26,Active,Organic,
28268,Elizabeth Davies,53 Main Rd,Cowes,PO31 9IY,2025-04-17,Active,Sponsorship,
28269,Jennifer Williams,64 Mill Hill Rd,Newport,PO30 6WW,2025-09-26,Active,Organic,
28270,Michael Jones,133 Church Rd,Ryde,PO33 5QP,2025-10-16,Active,Organic,
28271,John Smith,32 Main Rd,Cowes,PO31 3NO,2023-05-05,Active,Organic,
28272,Jennifer Jones,19 Broadway,East Cowes,PO32 8TA,2024-05-26,Active,Organic,
28273,Elizabeth Smith,18 Main Rd,Cowes,PO31 6DU,2026-03-15,Active,Organic,
28274,Robert Wright,46 London Rd,Newport,PO30 4CD,2024-02-17,Active,Organic,
28275,Robert Williams,128 Station Rd,East Cowes,PO32 3IY,2023-03-23,Active,Sponsorship,
28276,John Taylor,75 Park Rd,Cowes,PO31 7FV,2025-08-01,Churned,Organic,2026-01-14
28277,James Johnson,129 Queens Rd,Newport,PO30 1LW,2024-09-29,Active,Organic,
28278,Michael Smith,138 Arctic Rd,Newport,PO30 4HR,2023-07-17,Active,Organic,
28279,Robert Robinson,56 Queens Rd,Newport,PO30 7DU,2025-05-06,Active,Radio Ad,
28280,Mary Williams,36 Park Rd,East Cowes,PO32 3QP,2024-03-07,Active,Organic,
28281,Mary Jones,7 London Rd,Sandown,PO36 4UE,2023-09-23,Active,Google Search,
28282,Michael Robinson,105 York St,East Cowes,PO32 1JR,2023-03-29,Active,Organic,
28283,Robert Johnson,27 Station Rd,Ryde,PO33 8BA,2025-03-02,Active,Billboards,
28284,John Johnson,54 York St,Cowes,PO31 1VD,2025-11-01,Active,Organic,
28285,Patricia Jones,138 York St,Cowes,PO31 1VI,2024-08-30,Churned,Organic,2026-03-28
28286,Patricia Davies,42 Broadway,Newport,PO30 7KE,2024-01-29,Churned,Sponsorship,2024-09-14
28287,Patricia Williams,49 Victoria Ave,Sandown,PO36 7TQ,2025-12-16,Active,Organic,
28288,Robert Wright,119 Broadway,Newport,PO30 7DU,2023-03-14,Active,Organic,
28289,Robert Wilson,80 Broadway,Newport,PO30 5WL,2025-03-08,Active,Billboards,
28290,Jennifer Wright,92 High St,Totland Bay,PO39 4KU,2024-06-24,Active,Door-to-Door,
28291,Robert Brown,121 Main Rd,Sandown,PO36 9AT,2023-06-28,Active,Google Search,
28292,Mary Robinson,55 Queens Rd,Shanklin,PO37 3RH,2025-06-23,Active,Door-to-Door,
28293,Elizabeth Robinson,126 Arctic Rd,Ryde,PO33 1PY,2024-08-12,Active,Local Fair,
28294,Linda Taylor,36 Station Rd,Ryde,PO33 7KT,2025-05-19,Active,Organic,
28295,Michael Wright,75 High St,Cowes,PO31 9BU,2024-07-28,Active,Organic,
28296,William Wilson,31 Arctic Rd,Newport,PO30 9RN,2025-03-29,Active,Facebook Ads,
28297,Robert Wilson,141 Main Rd,Newport,PO30 8CI,2023-12-07,Active,Organic,
28298,Elizabeth Taylor,127 Park Rd,Shanklin,PO37 6JX,2024-04-17,Active,Billboards,
28299,Elizabeth Smith,71 High St,East Cowes,PO32 8HH,2025-11-13,Active,Radio Ad,
28300,Jennifer Brown,2 Arctic Rd,East Cowes,PO32 6MH,2024-05-16,Active,Organic,
28301,Patricia Williams,68 Mill Hill Rd,Ryde,PO33 5EC,2025-09-26,Active,Google Search,
28302,Patricia Wilson,42 Arctic Rd,Ryde,PO33 6IA,2024-02-03,Active,Sponsorship,
28303,Mary Wright,134 Tithe Barn,Newport,PO30 5NW,2023-11-22,Active,Organic,
28304,John Taylor,134 Broadway,Newport,PO30 8LY,2026-02-23,Active,Organic,
28305,Michael Jones,104 Arctic Rd,Ventnor,PO38 3SD,2023-01-03,Active,Organic,
28306,Elizabeth Taylor,15 Church Rd,Newport,PO30 2ZU,2023-07-28,Active,Organic,
28307,James Smith,88 Broadway,Shanklin,PO37 2IG,2023-08-12,Active,Organic,
28308,Patricia Robinson,60 High St,Totland Bay,PO39 9MB,2025-09-06,Churned,Organic,2025-12-17
28309,Mary Johnson,139 Station Rd,East Cowes,PO32 6GR,2023-01-06,Active,Organic,
28310,Robert Robinson,92 Broadway,Bembridge,PO35 9AI,2024-07-14,Churned,Facebook Ads,2025-01-07
28311,Elizabeth Wilson,25 York St,Ventnor,PO38 8AC,2025-09-21,Active,Organic,
28312,James Smith,145 Station Rd,Cowes,PO31 5OS,2024-07-10,Active,Door-to-Door,
28313,John Wilson,32 Station Rd,Newport,PO30 8XI,2025-08-29,Active,Door-to-Door,
28314,Robert Robinson,18 Arctic Rd,Shanklin,PO37 8ZJ,2025-04-25,Active,Radio Ad,
28315,Mary Wilson,99 High St,Newport,PO30 8RR,2025-12-15,Active,Google Search,
28316,Jennifer Jones,142 Main Rd,Cowes,PO31 1ER,2025-06-20,Active,Door-to-Door,
28317,Jennifer Robinson,44 York St,Newport,PO30 4WU,2024-09-14,Active,Local Fair,
28318,Mary Williams,105 Victoria Ave,Seaview,PO34 8HM,2024-06-19,Active,Organic,
28319,Michael Taylor,116 Mill Hill Rd,Newport,PO30 5CF,2023-03-28,Active,Sponsorship,
28320,Mary Davies,106 York St,Newport,PO30 4HR,2023-04-29,Active,Organic,
28321,Robert Williams,2 High St,Cowes,PO31 1RC,2023-09-15,Active,Google Search,
28322,Mary Williams,79 Tithe Barn,Ryde,PO33 6FS,2026-04-17,Active,Organic,
28323,William Smith,108 Arctic Rd,Cowes,PO31 4QK,2024-05-06,Active,Organic,
28324,Mary Taylor,124 Arctic Rd,Bembridge,PO35 8PZ,2023-03-28,Active,Sponsorship,
28325,Linda Johnson,62 Queens Rd,East Cowes,PO32 6SN,2025-08-21,Active,Organic,
28326,Michael Wright,56 London Rd,Ryde,PO33 4KC,2023-04-15,Active,Instagram Influencer,
28327,Linda Wright,81 Church Rd,East Cowes,PO32 5IA,2024-04-26,Active,Organic,
28328,Patricia Brown,145 London Rd,Newport,PO30 9OX,2023-05-06,Active,Radio Ad,
28329,Mary Jones,82 High St,Ventnor,PO38 3IR,2025-08-18,Active,Organic,
28330,Elizabeth Wilson,39 High St,Shanklin,PO37 6XL,2023-05-13,Active,Organic,
28331,Linda Robinson,131 Park Rd,Seaview,PO34 7RT,2026-04-02,Active,Organic,
28332,Mary Robinson,92 London Rd,Cowes,PO31 3QK,2025-07-04,Active,Door-to-Door,
28333,Patricia Johnson,116 High St,Newport,PO30 3ZR,2026-01-21,Active,Organic,
28334,Elizabeth Wright,107 Arctic Rd,Freshwater,PO40 5EA,2025-07-28,Active,Radio Ad,
28335,Elizabeth Davies,38 York St,Ryde,PO33 9NM,2023-05-16,Active,Radio Ad,
28336,Jennifer Robinson,137 York St,Newport,PO30 6HU,2025-02-28,Churned,Billboards,2025-07-02
28337,Patricia Smith,10 High St,Ventnor,PO38 6XB,2023-01-19,Active,Organic,
28338,James Smith,16 Park Rd,Ryde,PO33 8NJ,2023-10-25,Active,Organic,
28339,Mary Davies,48 Church Rd,Cowes,PO31 8QX,2026-04-14,Active,Organic,
28340,Mary Wright,105 Tithe Barn,Bembridge,PO35 8AV,2026-01-01,Active,Organic,
28341,John Jones,31 Tithe Barn,Freshwater,PO40 4ED,2024-10-22,Active,Radio Ad,
28342,Linda Wright,98 Victoria Ave,Sandown,PO36 7ZS,2023-06-04,Active,Organic,
28343,William Robinson,63 York St,Sandown,PO36 2VZ,2023-07-22,Active,Organic,
28344,Jennifer Smith,35 London Rd,Newport,PO30 1BH,2026-02-06,Active,Organic,
28345,Elizabeth Robinson,39 Main Rd,Bembridge,PO35 1PE,2024-11-13,Active,Google Search,
28346,Robert Taylor,23 Queens Rd,Sandown,PO36 6DN,2025-08-19,Active,Organic,
28347,Elizabeth Smith,90 Tithe Barn,Ryde,PO33 8LX,2024-10-23,Active,Organic,
28348,Mary Taylor,102 Queens Rd,Newport,PO30 7FV,2024-12-22,Active,Organic,
28349,James Brown,113 Queens Rd,Newport,PO30 1HN,2025-03-25,Active,Facebook Ads,
28350,Patricia Davies,98 London Rd,Newport,PO30 2XI,2023-07-18,Active,Organic,
28351,Elizabeth Robinson,74 Broadway,East Cowes,PO32 8SY,2023-07-12,Active,Organic,
28352,Robert Jones,9 Mill Hill Rd,Ventnor,PO38 3MP,2023-09-10,Active,Organic,
28353,Linda Wright,74 Victoria Ave,Newport,PO30 7HR,2024-07-28,Active,Organic,
28354,Michael Wright,108 Main Rd,Bembridge,PO35 3XG,2024-05-09,Active,Organic,
28355,Jennifer Williams,85 High St,Ryde,PO33 9WN,2024-09-14,Active,Local Fair,
28356,John Jones,123 High St,Sandown,PO36 8BX,2026-03-20,Active,Organic,
28357,William Jones,102 London Rd,Ryde,PO33 7OR,2024-07-17,Active,Organic,
28358,Elizabeth Smith,14 York St,East Cowes,PO32 2IO,2025-12-20,Active,Organic,
28359,James Jones,82 London Rd,Ryde,PO33 7SI,2023-03-17,Active,Organic,
28360,William Taylor,104 London Rd,Seaview,PO34 4HU,2024-06-28,Active,Leaflets,
28361,Michael Robinson,17 Victoria Ave,East Cowes,PO32 3TD,2025-08-05,Active,Organic,
28362,Robert Robinson,62 Park Rd,Sandown,PO36 4EU,2025-03-25,Active,Facebook Ads,
28363,Michael Jones,87 York St,Cowes,PO31 4XD,2025-08-28,Active,Billboards,
28364,Jennifer Wilson,33 London Rd,Ryde,PO33 8PL,2023-05-08,Active,Organic,
28365,Patricia Smith,94 Main Rd,Newport,PO30 9AR,2024-02-17,Active,Organic,
28366,Elizabeth Jones,95 High St,Sandown,PO36 2VC,2026-04-17,Active,Organic,
28367,Jennifer Smith,87 Broadway,Newport,PO30 6ZN,2023-07-09,Active,Organic,
28368,Linda Smith,142 Broadway,Ryde,PO33 2OX,2023-02-27,Active,Door-to-Door,
28369,Linda Wright,111 Church Rd,East Cowes,PO32 6OG,2024-04-26,Churned,Facebook Ads,2024-10-23
28370,Patricia Williams,4 London Rd,Ryde,PO33 9UC,2023-07-03,Active,Organic,
28371,James Brown,120 Broadway,Ryde,PO33 1NE,2025-12-05,Active,Google Search,
28372,William Davies,120 Tithe Barn,Newport,PO30 9MU,2023-09-29,Active,Google Search,
28373,William Wilson,31 High St,East Cowes,PO32 3IE,2025-09-10,Active,Organic,
28374,Elizabeth Jones,59 Broadway,Shanklin,PO37 5RC,2024-10-19,Active,Google Search,
28375,James Taylor,65 Main Rd,Ryde,PO33 9TR,2024-10-20,Active,Organic,
28376,Mary Wright,23 Station Rd,Sandown,PO36 5OS,2023-06-25,Active,Google Search,
28377,Michael Brown,133 London Rd,East Cowes,PO32 6NH,2024-04-19,Active,Facebook Ads,
28378,Linda Davies,126 Mill Hill Rd,Cowes,PO31 9FB,2026-03-29,Active,Organic,
28379,William Davies,115 Mill Hill Rd,Newport,PO30 1HE,2024-03-16,Active,Organic,
28380,Linda Davies,119 High St,Newport,PO30 1KD,2025-01-05,Active,Door-to-Door,
28381,James Williams,28 Queens Rd,Newport,PO30 9BZ,2025-06-30,Active,Organic,
28382,Jennifer Johnson,107 Arctic Rd,Totland Bay,PO39 2PP,2024-02-04,Active,Organic,
28383,Robert Brown,110 Church Rd,Seaview,PO34 1FY,2024-09-03,Active,Organic,
28384,Robert Brown,98 York St,Ryde,PO33 4XB,2023-11-08,Active,Sponsorship,
28385,Robert Smith,115 London Rd,Newport,PO30 6QF,2025-08-27,Active,Organic,
28386,James Wilson,125 Station Rd,Seaview,PO34 8DN,2023-09-06,Active,Door-to-Door,
28387,William Robinson,74 Queens Rd,Sandown,PO36 4JG,2026-02-24,Active,Organic,
28388,William Robinson,122 Church Rd,East Cowes,PO32 1UV,2023-01-13,Active,Organic,
28389,William Smith,128 Queens Rd,Ryde,PO33 9PB,2025-03-09,Active,Billboards,
28390,Robert Williams,29 Queens Rd,Totland Bay,PO39 2EI,2026-02-11,Active,Organic,
28391,Robert Wilson,47 Tithe Barn,Ryde,PO33 4GK,2023-02-09,Churned,Radio Ad,2024-01-04
28392,Michael Jones,83 Park Rd,Shanklin,PO37 1KI,2025-03-04,Churned,Billboards,2025-08-28
28393,James Robinson,150 Broadway,East Cowes,PO32 9PL,2025-02-10,Active,Leaflets,
28394,Elizabeth Jones,147 York St,Newport,PO30 2DM,2023-01-28,Active,Door-to-Door,
28395,Mary Davies,108 London Rd,Cowes,PO31 2HT,2024-08-26,Active,Door-to-Door,
28396,Jennifer Taylor,53 Queens Rd,Seaview,PO34 6YA,2024-01-11,Active,Organic,
28397,James Johnson,51 Park Rd,Newport,PO30 7TV,2026-02-13,Active,Door-to-Door,
28398,Michael Robinson,110 London Rd,East Cowes,PO32 9XC,2025-08-21,Active,Organic,
28399,Mary Jones,78 Station Rd,Bembridge,PO35 5KB,2024-12-06,Active,Local Fair,
28400,William Williams,3 Park Rd,Ryde,PO33 8LX,2024-04-01,Active,Organic,
28401,Jennifer Davies,122 York St,Newport,PO30 9BZ,2026-04-14,Active,Organic,
28402,Jennifer Davies,70 Park Rd,Shanklin,PO37 2YJ,2025-08-19,Active,Organic,
28403,Michael Brown,51 High St,Ryde,PO33 9GS,2023-11-25,Active,Google Search,
28404,Robert Williams,142 Queens Rd,Newport,PO30 7BI,2023-01-21,Active,Sponsorship,
28405,William Williams,120 London Rd,Cowes,PO31 6CN,2025-03-31,Active,Facebook Ads,
28406,Michael Jones,33 Church Rd,Ryde,PO33 2LW,2024-10-17,Active,Google Search,
28407,Mary Brown,148 Mill Hill Rd,Newport,PO30 1VT,2023-05-29,Active,Organic,
28408,Linda Davies,43 York St,Newport,PO30 3XF,2023-01-13,Active,Organic,
28409,Michael Brown,27 Broadway,Newport,PO30 9SL,2025-09-21,Active,Organic,
28410,Michael Williams,83 Main Rd,Ryde,PO33 6DX,2025-11-16,Active,Google Search,
28411,Patricia Johnson,126 Main Rd,Ryde,PO33 9QS,2023-04-25,Active,Organic,
28412,John Johnson,31 Main Rd,Cowes,PO31 7MU,2026-03-25,Active,Organic,
28413,Robert Johnson,120 Park Rd,Shanklin,PO37 1LT,2024-05-05,Active,Organic,
28414,Michael Wilson,80 Broadway,Ryde,PO33 8PL,2026-01-18,Active,Organic,
28415,Jennifer Taylor,56 Broadway,Newport,PO30 2KS,2026-02-12,Active,Door-to-Door,
28416,Jennifer Taylor,98 Mill Hill Rd,Newport,PO30 9QG,2025-12-30,Active,Door-to-Door,
28417,Linda Williams,42 High St,Newport,PO30 8NO,2024-05-02,Active,Organic,
28418,Patricia Johnson,75 Church Rd,Cowes,PO31 2RB,2023-08-25,Active,Organic,
28419,James Williams,109 Church Rd,Ventnor,PO38 7EH,2025-05-23,Active,Organic,
28420,James Robinson,129 London Rd,Bembridge,PO35 9TB,2025-02-27,Active,Organic,
28421,Michael Davies,89 Broadway,Cowes,PO31 1SC,2024-10-18,Active,Google Search,
28422,Mary Wright,109 Arctic Rd,Shanklin,PO37 5ZW,2025-06-23,Active,Door-to-Door,
28423,Jennifer Jones,59 High St,Cowes,PO31 9MU,2026-03-24,Active,Local Fair,
28424,Jennifer Jones,77 Tithe Barn,Sandown,PO36 9IU,2024-01-02,Churned,Organic,2025-08-01
28425,Patricia Smith,100 Broadway,Cowes,PO31 7LO,2023-02-22,Active,Organic,
28426,Michael Robinson,17 Arctic Rd,Newport,PO30 3YS,2023-12-18,Active,Organic,
28427,Patricia Jones,108 High St,Ryde,PO33 8JM,2024-01-31,Churned,Sponsorship,2024-09-04
28428,Patricia Wilson,16 Victoria Ave,Ryde,PO33 8NF,2023-06-03,Active,Organic,
28429,Patricia Davies,130 Victoria Ave,Newport,PO30 4MX,2025-05-07,Active,Organic,
28430,Mary Taylor,115 Broadway,Newport,PO30 8NW,2024-04-14,Churned,Billboards,2024-08-24
28431,Linda Williams,9 Main Rd,Ryde,PO33 5WE,2023-04-20,Active,Organic,
28432,Jennifer Williams,128 High St,East Cowes,PO32 6CG,2025-03-28,Active,Organic,
28433,Jennifer Wilson,146 London Rd,Bembridge,PO35 3NP,2023-09-27,Active,Organic,
28434,Robert Taylor,92 Broadway,East Cowes,PO32 7QE,2026-03-27,Active,Local Fair,
28435,Linda Smith,68 Station Rd,Ventnor,PO38 6EE,2023-05-31,Active,Local Fair,
28436,Robert Wright,45 Arctic Rd,Ryde,PO33 1MY,2024-12-19,Active,Local Fair,
28437,James Johnson,53 High St,Ryde,PO33 8NJ,2023-07-18,Active,Organic,
28438,John Robinson,95 Queens Rd,Ryde,PO33 6PC,2026-03-27,Active,Organic,
28439,Linda Wilson,54 Main Rd,Shanklin,PO37 1IR,2024-03-07,Active,Local Fair,
28440,Elizabeth Taylor,103 Tithe Barn,Ventnor,PO38 7XG,2024-08-29,Active,Organic,
28441,John Davies,141 Park Rd,Ventnor,PO38 5HS,2024-02-12,Active,Sponsorship,
28442,Elizabeth Davies,95 Queens Rd,Totland Bay,PO39 5HV,2024-02-25,Active,Instagram Influencer,
28443,John Wilson,99 Mill Hill Rd,Ryde,PO33 2TH,2024-05-01,Active,Facebook Ads,
28444,James Wilson,87 Park Rd,Newport,PO30 7OK,2025-05-22,Active,Organic,
28445,Patricia Jones,6 Main Rd,Newport,PO30 6KY,2024-06-28,Active,Organic,
28446,William Jones,18 Arctic Rd,Ventnor,PO38 7PU,2026-01-22,Active,Organic,
28447,Robert Brown,2 Main Rd,Totland Bay,PO39 4FU,2023-06-19,Active,Organic,
28448,Linda Brown,142 Mill Hill Rd,Ryde,PO33 4WP,2024-12-12,Active,Local Fair,
28449,Elizabeth Wright,146 Church Rd,Totland Bay,PO39 9OZ,2024-09-04,Active,Door-to-Door,
28450,John Robinson,46 Victoria Ave,Ryde,PO33 1ZT,2026-04-10,Active,Google Search,
28451,Robert Wright,3 Victoria Ave,East Cowes,PO32 3YA,2023-03-07,Active,Door-to-Door,
28452,Elizabeth Jones,99 Arctic Rd,Newport,PO30 8DS,2025-06-24,Active,Organic,
28453,Mary Brown,105 Tithe Barn,Newport,PO30 4EB,2024-03-26,Churned,Local Fair,2024-11-13
28454,Jennifer Davies,16 Park Rd,Ventnor,PO38 2CQ,2023-04-07,Active,Organic,
28455,Michael Taylor,31 York St,Seaview,PO34 8NC,2025-06-23,Active,Door-to-Door,
28456,Patricia Johnson,92 Main Rd,Sandown,PO36 2VP,2025-04-22,Active,Organic,
28457,James Davies,47 Park Rd,Sandown,PO36 2LS,2023-12-28,Active,Organic,
28458,Linda Brown,32 Tithe Barn,Newport,PO30 1JG,2023-08-16,Active,Organic,
28459,Mary Robinson,30 Station Rd,Sandown,PO36 7TM,2023-09-14,Active,Google Search,
28460,Mary Williams,123 Park Rd,Bembridge,PO35 2YO,2026-04-18,Active,Organic,
28461,Patricia Brown,104 Queens Rd,Shanklin,PO37 1EN,2023-08-15,Active,Door-to-Door,
28462,Mary Smith,16 Park Rd,Newport,PO30 4LC,2026-02-10,Active,Organic,
28463,Elizabeth Williams,137 Arctic Rd,Ryde,PO33 9PB,2026-02-14,Active,Organic,
28464,Jennifer Brown,116 Broadway,Ryde,PO33 9OD,2024-07-08,Active,Organic,
28465,Linda Wilson,127 Mill Hill Rd,Bembridge,PO35 8NX,2024-05-18,Churned,Organic,2025-07-16
28466,William Smith,108 Church Rd,Ventnor,PO38 9DX,2023-11-24,Active,Organic,
28467,Elizabeth Brown,119 Arctic Rd,Newport,PO30 4YN,2023-12-10,Active,Organic,
28468,Patricia Smith,94 Mill Hill Rd,Shanklin,PO37 6JX,2025-10-11,Active,Radio Ad,
28469,Michael Johnson,5 York St,East Cowes,PO32 3IE,2025-10-25,Active,Leaflets,
28470,Patricia Smith,34 Station Rd,East Cowes,PO32 5XX,2024-06-06,Churned,Organic,2025-07-20
28471,Patricia Davies,94 Victoria Ave,Cowes,PO31 7VP,2025-08-30,Active,Organic,
28472,Robert Smith,23 York St,Ryde,PO33 3EL,2024-08-10,Active,Door-to-Door,
28473,Robert Wilson,41 Tithe Barn,Shanklin,PO37 9ID,2025-11-14,Active,Billboards,
28474,William Taylor,69 Victoria Ave,Newport,PO30 1HE,2023-09-06,Active,Google Search,
28475,Jennifer Jones,144 Main Rd,Sandown,PO36 3EU,2025-07-03,Active,Organic,
28476,Mary Smith,81 Station Rd,Cowes,PO31 3QK,2023-03-22,Active,Sponsorship,
28477,Elizabeth Williams,121 Broadway,Totland Bay,PO39 2IV,2023-05-14,Active,Organic,
28478,William Robinson,11 Broadway,Ryde,PO33 5EC,2026-02-06,Active,Organic,
28479,Elizabeth Jones,129 Church Rd,Sandown,PO36 4QJ,2024-02-02,Active,Leaflets,
28480,Elizabeth Jones,21 Station Rd,Newport,PO30 7OB,2025-04-29,Active,Organic,
28481,Elizabeth Johnson,105 Mill Hill Rd,Ryde,PO33 1BY,2026-04-03,Active,Organic,
28482,William Johnson,111 Mill Hill Rd,Shanklin,PO37 9QG,2024-08-07,Active,Door-to-Door,
28483,James Williams,121 York St,Newport,PO30 4EB,2026-03-09,Active,Google Search,
28484,Robert Brown,83 York St,Ventnor,PO38 5TS,2025-08-23,Active,Billboards,
28485,Robert Wright,18 Broadway,Sandown,PO36 1VS,2023-09-23,Churned,Organic,2025-03-18
28486,Linda Wright,44 York St,East Cowes,PO32 6OE,2024-06-19,Active,Organic,
28487,John Wright,132 Church Rd,Sandown,PO36 5AJ,2025-04-12,Churned,Organic,2025-09-17
28488,James Davies,74 London Rd,Shanklin,PO37 5TA,2025-12-05,Active,Organic,
28489,James Wilson,6 London Rd,Sandown,PO36 8WI,2023-09-01,Active,Organic,
28490,Mary Robinson,82 Main Rd,Newport,PO30 2LS,2025-06-26,Active,Door-to-Door,
28491,Robert Wright,148 Park Rd,Bembridge,PO35 9VD,2023-03-30,Active,Sponsorship,
28492,Michael Johnson,5 Mill Hill Rd,Ryde,PO33 8ZN,2025-03-09,Active,Billboards,
